domain,id,group_std,weighted_divergence,deltaQ,conflict_strength
arxiv,BkiUfHs5qhLBvG9b_Ccl,0.2521929236322084,1.5123096447682494,0.02963633081541517,1.1751865866356896
arxiv,BkiUfBXxK3YB9i3RNEBb,0.2483002920135097,1.4901400885030875,0.01915720623398487,0.8718732415589495
arxiv,BkiUdl84uBhjAAuFmfLG,0.2410442858398043,1.447839673091427,0.026784318166814258,0.8666838851016182
arxiv,BkiUf13xK1fBGwCLPSMO,0.22792851168013636,1.3446380571965155,0.020496313062172256,0.38669268519698263
arxiv,BkiUbEHxK7ICUubsx6Ic,0.2279777651848925,1.3609497433420674,0.027503809969496085,0.5658576054652401
arxiv,BkiUbVQ5qhLACAkw_leP,0.15653819409362776,0.7553620697295133,0.00220283672292354,-1.9528725700896397
arxiv,BkiUd9zxK2li-F6JzCsS,0.2114248365091645,1.1467797959498673,0.01741665966297745,-0.2573155681035354
arxiv,BkiUbck4uBhhxKZ5uaCF,0.26056594005178174,1.5774271347288331,0.0007453682975528952,0.7989155769611966
arxiv,BkiUd5s25V5jBFwBuKof,0.23138299512574073,1.3658667664373494,0.02564351300860479,0.5731152220519671
arxiv,BkiUdeo5qX_BnmUhN6EM,0.20969235463713154,0.7931686623160108,0.026903959615130923,-0.8074295165838582
arxiv,BkiUcvY4eIXhokFxRhFy,0.24170662304441168,1.3900067898304391,0.009004222805862216,0.3864549296219788
arxiv,BkiUdGM4ubnjow-6Mjh5,0.24744987746482708,1.442318820804912,0.02827869617175005,0.9532809040004023
arxiv,BkiUcnnxK4sA-46xNddg,0.22014932091211403,1.1973173509273225,0.014116823717711835,-0.13021952347039267
arxiv,BkiUbIA5qWTD6fM1V7xu,0.2734109971699392,1.6445921832650112,0.03237009348486908,1.7263003184057693
arxiv,BkiUeL04dbghYS8bBLKb,0.2010002763287286,0.7000847996818372,0.026076086814317834,-1.10726384943552
arxiv,BkiUc_Q5qoYAlE7mUWSI,0.2521045303295594,0.8355926194026354,0.05498137993475749,0.304994048288012
arxiv,BkiUbKs5qU2ApuiOWGYO,0.16725821036987937,0.9196929252269704,0.009563296749329875,-1.3498410873924864
arxiv,BkiUc2zxK6wB9k0iLNKt,0.2244123366356777,1.2963135930181637,0.021250281044689623,0.2659635080294783
arxiv,BkiUdYM4ukPiEUwWDEcV,0.26179995230965025,1.5388783381275526,0.03484561845361467,1.4382814591106445
arxiv,BkiUd3U4eIOjSJ68LGD2,0.20302955766959202,1.1357777984057205,0.004784177189748995,-0.6293205959963504
arxiv,BkiUfHg5qsFCifBZHZLT,0.23215344320255793,1.364968201559895,0.03015244522532634,0.6726593986837468
arxiv,BkiUe-bxK4tBVhat5pTg,0.20791666923943264,0.8666905591364883,0.02001189650923163,-0.8172343440820702
arxiv,BkiUdTA4uBhivVgojJ1E,0.2593676068835679,1.570545264256643,0.022947095377489624,1.2317614978568032
arxiv,BkiUbovxK4sA-9F9jBrS,0.23870258928537055,1.3736291119425539,0.03255473955551935,0.8087634939279746
arxiv,BkiUdq45qoYA2zk0vrSH,0.22944120583427446,1.1928635719143512,0.011034170985636305,-0.1059604772092335
arxiv,BkiUdV45i7PA9OlIEcJP,0.22554884695428162,1.0940810000913994,0.026448013734118536,-0.03110925323619082
arxiv,BkiUa5w5qX_AYzDLroyZ,0.2582612862500268,1.5532340802528566,0.004757775251822638,0.8080185484800693
arxiv,BkiUeGjxK7FjYEXSFtkH,0.19106437760530054,1.0181060603664704,0.006921007618175934,-0.9526870713423008
arxiv,BkiUdQs4eIXhqTbAZ6vi,0.2122918309229829,1.1392917966411173,0.0006259466638850464,-0.6112232964904744
arxiv,BkiUc-vxK6nrxpQc1A6q,0.19023492219936283,0.8907364798662905,0.019490595849147585,-0.9635393090597568
arxiv,BkiUeyY25V5jJ1pbbnv0,0.25422449013100457,1.5412137223260514,0.022972960040144375,1.1180560954251966
arxiv,BkiUfovxK7kjXIK5t9Ch,0.2229575476431418,1.2155782431094795,0.018988597767646054,0.037625553813294056
arxiv,BkiUaHLxK0-nUGYe3P7a,0.23060933490362112,1.342324514836382,0.009277802269099245,0.17776654531515043
arxiv,BkiUc7w4eIXhwh1BwyuE,0.22041108226795073,1.2117799503791762,0.013267414899326035,-0.11527245823981845
arxiv,BkiUa1LxK6-gDz87Nvcz,0.24823898375984862,1.4826854238037772,0.031043393072430092,1.1019132927642212
arxiv,BkiUdZDxK4tBVicoC6ij,0.22638101599453583,1.205773039276414,0.015533875808910746,-0.018254249226759264
arxiv,BkiUdqw25V5jEEL8tP0l,0.23883716372366437,1.3994272273859145,0.028137717971587817,0.7718809163796467
arxiv,BkiUdvbxaKgQL0dMaDiQ,0.20641373948111555,0.9610331947946414,0.008611632101322986,-0.8746153575333365
arxiv,BkiUdZM4dbghZzegCCP7,0.247335748561115,1.4608146118759342,0.029632773068050566,1.0182124949838325
arxiv,BkiUdTvxK6wB9mpb2KKI,0.20242686306475052,0.9880280068655312,0.021509463378441285,-0.5937582900161572
arxiv,BkiUd0c5qWTBLNsCq9jW,0.16328831405398417,0.9829012117405496,0.012809081281211054,-1.1940055828601355
arxiv,BkiUfCLxK0iCl4WD5TiB,0.3314835529521198,1.5059080209977236,0.020887631110096616,1.8107041234286032
